date;temperaturemin;temperaturemax;precipitation;snowfall;snowdepth;avgwindspeed;fastest2minwinddir;fastest2minwindspeed;fastest5secwinddir;fastest5secwindspeed;fog;fogheavy;mist;rain;fogground;ice;glaze;drizzle;snow;freezingrain;smokehaze;thunder;highwind;hail;blowingsnow;dust;freezingfog
27/07/2011;73.0;99.0;0.0;0.0;0.0;4.92;110;14.99;140;27.96;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
31/07/2011;73.0;84.9;1.16;0.0;0.0;2.68;30;14.99;40;29.97;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No
01/08/2011;71.1;93.9;0.0;0.0;0.0;2.46;80;12.08;50;17.9;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/08/2011;77.0;95.0;0.0;0.0;0.0;4.92;90;14.09;30;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/08/2011;73.0;96.1;0.0;0.0;0.0;5.59;280;12.97;260;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/08/2011;64.0;88.0;0.0;0.0;0.0;1.79;50;8.95;30;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/08/2011;66.0;84.0;0.0;0.0;0.0;5.82;60;12.97;50;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/09/2011;60.1;86.0;0.0;0.0;0.0;2.01;90;12.08;90;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/09/2011;66.0;87.1;0.0;0.0;0.0;2.91;140;8.95;40;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/09/2011;66.9;82.9;0.43;0.0;0.0;3.36;120;8.05;;;Yes;No;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No
24/09/2011;66.9;78.1;0.03;0.0;0.0;3.8;90;8.05;;;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
26/09/2011;68.0;84.9;0.0;0.0;0.0;2.91;160;17.9;160;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/09/2011;61.0;84.0;0.0;0.0;0.0;4.25;240;16.11;280;21.92;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/10/2011;55.9;75.0;0.0;0.0;0.0;6.71;50;12.08;50;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/10/2011;59.0;82.9;1.04;0.0;0.0;6.26;170;14.09;160;19.91;No;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
19/10/2011;54.0;68.0;0.84;0.0;0.0;10.51;250;25.95;260;34.9;No;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
23/10/2011;39.9;69.1;0.0;0.0;0.0;1.57;80;8.95;90;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/10/2011;43.0;72.0;0.0;0.0;0.0;1.12;260;8.95;270;12.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/11/2011;36.0;66.9;0.17;0.0;0.0;4.03;180;12.97;180;17.0;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
04/11/2011;46.9;55.0;1.43;0.0;0.0;11.41;40;21.03;30;29.08;No;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No
11/11/2011;33.1;53.1;0.0;0.0;0.0;5.82;300;16.11;300;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/11/2011;62.1;78.1;0.0;0.0;0.0;10.51;220;21.03;230;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/11/2011;60.1;77.0;0.0;0.0;0.0;4.7;220;12.08;230;14.09;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/11/2011;48.9;73.9;0.18;0.0;0.0;12.08;190;21.92;290;34.9;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
30/11/2011;34.0;53.1;0.0;0.0;0.0;5.82;300;14.99;290;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/12/2011;45.0;71.1;0.0;0.0;0.0;4.7;160;12.08;150;16.11;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No
10/12/2011;36.0;53.1;0.0;0.0;0.0;2.91;50;12.08;20;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/12/2011;61.0;68.0;0.08;0.0;0.0;7.83;210;21.03;200;29.08;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
27/12/2011;42.1;64.0;0.56;0.0;0.0;11.86;240;29.97;230;44.07;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
29/12/2011;26.1;55.9;0.0;0.0;0.0;4.7;230;16.11;210;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
31/12/2011;39.9;64.9;0.0;0.0;0.0;6.49;270;14.99;290;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/01/2012;35.1;68.0;0.01;0.0;0.0;7.83;220;23.04;210;29.08;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
06/01/2012;33.1;66.0;0.0;0.0;0.0;5.59;230;14.09;220;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/01/2012;44.1;60.1;0.61;0.0;0.0;8.05;230;19.91;230;27.96;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
12/01/2012;44.1;59.0;0.0;0.0;0.0;12.97;220;23.04;210;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/01/2012;42.1;64.9;0.1;0.0;0.0;14.99;240;31.09;230;40.94;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
20/01/2012;33.1;57.0;0.19;0.0;0.0;3.8;130;12.08;120;14.99;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
21/01/2012;36.0;57.9;0.42;0.0;0.0;7.61;220;17.9;220;23.94;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
25/01/2012;34.0;64.0;0.0;0.0;0.0;1.79;150;8.95;150;14.09;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/01/2012;32.0;62.1;0.0;0.0;0.0;4.47;340;14.99;330;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/01/2012;32.0;53.1;0.0;0.0;0.0;5.59;230;16.11;230;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
31/01/2012;36.0;68.0;0.0;0.0;0.0;10.07;230;17.0;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/02/2012;46.9;70.0;0.0;0.0;0.0;7.83;230;19.91;240;25.05;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
07/02/2012;32.0;57.0;0.0;0.0;0.0;1.12;40;10.07;50;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/02/2012;28.9;51.1;0.0;0.0;0.0;2.01;350;8.05;330;14.09;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
14/02/2012;39.0;60.1;0.0;0.0;0.0;9.17;230;23.04;230;27.96;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
15/02/2012;41.0;64.0;0.0;0.0;0.0;3.36;50;12.08;40;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/02/2012;42.1;63.0;0.0;0.0;0.0;2.46;280;8.95;10;16.11;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/02/2012;39.9;64.9;0.0;0.0;0.0;2.46;220;14.99;230;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/02/2012;50.0;78.1;0.09;0.0;0.0;17.45;230;36.01;220;46.08;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
28/02/2012;41.0;66.0;0.0;0.0;0.0;4.25;50;12.97;50;17.0;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/03/2012;34.0;54.0;0.17;0.0;0.0;5.37;300;19.91;260;31.09;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
06/03/2012;27.0;54.0;0.0;0.0;0.0;4.03;200;10.07;110;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/03/2012;48.0;75.0;0.0;0.0;0.0;10.07;220;23.04;210;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/03/2012;57.0;78.1;0.02;0.0;0.0;10.51;230;17.0;230;23.04;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
21/03/2012;60.1;75.0;0.04;0.0;0.0;3.13;120;12.08;120;14.99;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No
25/03/2012;55.9;68.0;0.03;0.0;0.0;3.8;330;12.97;20;17.9;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
04/04/2012;57.0;84.9;0.62;0.0;0.0;4.25;240;16.11;350;25.95;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
08/04/2012;37.9;75.9;0.0;0.0;0.0;3.58;280;17.0;260;25.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/04/2012;60.1;86.0;0.0;0.0;0.0;6.93;60;17.0;80;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/04/2012;54.0;62.1;0.0;0.0;0.0;6.04;80;14.99;50;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/04/2012;55.0;77.0;0.0;0.0;0.0;3.36;30;12.08;30;16.11;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/05/2012;57.9;78.1;0.0;0.0;0.0;5.59;140;12.97;130;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/05/2012;61.0;80.1;0.0;0.0;0.0;7.83;200;16.11;170;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/05/2012;51.1;72.0;0.0;0.0;0.0;3.8;290;14.09;290;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/05/2012;60.1;75.0;0.15;0.0;0.0;5.59;190;14.09;180;21.92;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
14/05/2012;63.0;75.0;0.49;0.0;0.0;6.26;180;16.11;180;23.04;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
20/05/2012;52.0;82.0;0.0;0.0;0.0;6.49;30;21.03;40;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/05/2012;66.0;82.0;0.0;0.0;0.0;1.34;50;8.95;150;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/06/2012;64.9;89.1;0.0;0.0;0.0;6.26;200;14.09;200;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/06/2012;68.0;82.9;0.43;0.0;0.0;7.61;50;19.91;50;25.05;No;No;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No
16/06/2012;53.1;80.1;0.0;0.0;0.0;6.26;40;17.0;40;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
26/04/2015;45.0;54.0;0.02;0.0;0.0;5.82;50;12.97;40;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/05/2015;48.0;80.1;0.0;0.0;0.0;2.91;50;14.99;80;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/05/2015;69.1;87.1;0.3;0.0;0.0;6.71;180;17.0;210;21.92;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
16/07/2015;72.0;86.0;0.0;0.0;0.0;6.71;40;16.11;40;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
25/07/2015;64.0;88.0;0.0;0.0;0.0;2.24;130;10.07;150;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
26/07/2015;66.0;89.1;0.0;0.0;0.0;3.13;170;8.95;130;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/08/2015;71.1;95.0;1.68;0.0;0.0;2.68;230;25.95;220;31.09;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
19/08/2015;72.0;89.1;0.19;0.0;0.0;6.49;190;21.92;180;27.96;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
17/09/2015;60.1;84.0;0.0;0.0;0.0;1.57;90;8.95;130;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/09/2015;62.1;86.0;0.0;0.0;0.0;4.7;30;12.97;60;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/09/2015;60.1;75.9;0.2;0.0;0.0;9.17;50;18.12;60;25.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/09/2015;64.0;77.0;0.03;0.0;0.0;10.96;40;18.12;40;25.95;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
01/10/2015;57.9;66.0;0.34;0.0;0.0;10.74;50;19.91;50;25.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/10/2015;53.1;68.0;1.23;0.0;0.0;12.08;50;19.91;40;29.08;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/11/2015;31.1;64.0;0.0;0.0;0.0;0.67;210;6.93;220;8.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/11/2015;37.9;66.9;0.0;0.0;0.0;4.25;90;14.09;90;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/12/2015;33.1;54.0;0.0;0.0;0.0;2.01;30;10.07;30;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/12/2015;42.1;64.0;0.0;0.0;0.0;4.7;230;16.11;230;21.03;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/01/2016;31.1;53.1;0.0;0.0;0.0;3.36;260;10.07;260;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/01/2016;37.0;63.0;0.05;0.0;0.0;11.86;240;25.05;240;36.91;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/01/2016;27.1;43.0;0.0;0.0;0.0;3.36;240;12.08;230;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/01/2016;22.1;35.1;0.0;0.0;0.0;4.03;300;14.09;310;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/01/2016;26.2;55.9;0.0;0.0;0.0;5.37;230;14.99;200;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/02/2016;46.9;72.0;0.0;0.0;0.0;9.17;240;21.03;240;25.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/02/2016;51.1;72.0;1.26;0.0;0.0;10.51;190;23.94;180;36.01;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/02/2016;37.0;44.1;0.0;0.0;0.0;6.93;20;14.99;20;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/02/2016;19.2;41.0;0.0;0.0;0.0;5.82;280;16.11;260;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/02/2016;43.0;46.0;0.19;0.0;0.0;6.26;60;12.97;60;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/03/2016;57.0;79.0;0.0;0.0;0.0;14.32;230;25.05;230;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/03/2016;63.0;80.1;0.0;0.0;0.0;8.95;230;23.04;230;29.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/03/2016;57.0;86.0;0.0;0.0;0.0;5.37;260;17.0;230;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/03/2016;39.9;43.0;0.09;0.0;0.0;6.71;30;12.97;20;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/04/2016;45.0;64.0;0.0;0.0;0.0;9.17;50;19.91;50;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/04/2016;39.9;66.9;0.0;0.0;0.0;9.62;70;21.92;60;29.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/04/2016;35.1;70.0;0.0;0.0;0.0;4.7;40;16.11;80;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/04/2016;61.0;77.0;0.0;0.0;0.0;4.92;50;19.91;50;23.94;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/04/2016;50.0;73.9;0.0;0.0;0.0;4.25;40;12.97;50;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/05/2016;50.0;75.0;0.0;0.0;0.0;6.26;250;16.11;240;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/05/2016;52.0;82.0;0.0;0.0;0.0;5.14;240;21.92;230;27.96;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/06/2016;62.1;84.9;0.0;0.0;0.0;3.13;40;12.97;300;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/07/2016;72.0;93.9;0.0;0.0;0.0;3.13;240;12.08;320;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/07/2016;70.0;87.1;1.98;0.0;0.0;6.26;180;14.99;210;17.0;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
18/07/2016;72.0;93.0;0.0;0.0;0.0;7.38;240;14.09;230;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/07/2016;75.0;91.9;0.0;0.0;0.0;4.92;20;10.07;30;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/08/2016;69.1;90.0;0.0;0.0;0.0;5.59;40;12.97;50;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/09/2016;61.0;91.0;0.0;0.0;0.0;4.03;240;12.97;250;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/09/2016;66.0;90.0;0.0;0.0;0.0;7.83;40;17.0;80;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/09/2016;71.1;90.0;0.06;0.0;0.0;3.58;100;12.97;150;17.0;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
28/09/2016;66.0;86.0;0.45;0.0;0.0;5.14;240;21.92;240;29.08;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
29/09/2016;64.9;79.0;0.32;0.0;0.0;6.49;110;18.12;120;23.04;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
01/10/2016;66.0;84.0;0.0;0.0;0.0;3.8;240;17.0;250;23.04;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/10/2016;48.0;73.0;0.0;0.0;0.0;1.57;20;8.05;30;12.97;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/10/2016;61.0;86.0;0.0;0.0;0.0;3.8;180;12.08;170;18.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/10/2016;39.9;70.0;0.0;0.0;0.0;6.71;230;14.99;220;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
25/10/2016;44.1;66.0;0.0;0.0;0.0;2.68;70;14.99;50;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/11/2016;45.0;69.1;0.07;0.0;0.0;7.16;40;18.12;30;29.08;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/11/2016;37.9;64.9;0.0;0.0;0.0;2.91;90;14.99;90;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/11/2016;37.0;71.1;0.0;0.0;0.0;1.57;30;10.07;30;12.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/11/2016;46.9;66.9;0.0;0.0;0.0;5.59;290;17.0;330;27.07;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/11/2016;30.2;55.0;0.0;0.0;0.0;7.83;50;19.91;40;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/11/2016;31.1;53.1;0.0;0.0;0.0;6.49;280;18.12;280;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/11/2016;28.2;62.1;0.0;0.0;0.0;3.58;230;10.07;230;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/11/2016;57.9;72.0;0.06;0.0;0.0;12.97;200;21.92;160;31.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/12/2016;43.0;48.9;0.56;0.0;0.0;7.83;60;14.99;330;21.03;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
25/12/2016;48.0;60.1;0.0;0.0;0.0;5.14;90;10.07;110;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/12/2016;52.0;68.0;0.01;0.0;0.0;10.29;240;19.91;230;25.95;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/01/2017;32.0;43.0;0.25;0.0;0.0;6.04;40;14.09;40;19.01;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No
08/01/2017;15.3;27.1;0.0;0.0;1.18;4.92;300;14.09;300;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/01/2017;24.3;48.0;0.0;0.0;1.18;5.14;170;14.99;170;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/01/2017;30.2;46.0;0.0;0.0;0.0;6.26;270;21.03;280;29.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/02/2017;27.1;60.1;0.01;0.0;0.0;4.92;220;16.11;280;23.04;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No
15/02/2017;39.0;55.9;0.34;0.0;0.0;5.37;290;14.99;300;25.05;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
19/02/2017;44.1;73.0;0.0;0.0;0.0;4.7;250;16.11;240;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/02/2017;42.1;73.0;0.0;0.0;0.0;1.79;90;12.97;290;23.04;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
25/02/2017;52.0;81.0;0.0;0.0;0.0;13.2;230;29.97;240;38.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/02/2017;35.1;66.0;0.0;0.0;0.0;5.37;220;14.99;180;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/03/2017;46.0;69.1;0.05;0.0;0.0;8.5;220;23.04;210;31.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/04/2017;43.0;59.0;0.0;0.0;0.0;11.86;290;23.94;260;36.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/04/2017;55.9;87.1;0.09;0.0;0.0;9.4;250;25.95;240;35.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/04/2017;53.1;60.1;4.51;0.0;0.0;10.96;50;21.03;40;25.05;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/05/2017;57.0;80.1;0.29;0.0;0.0;10.74;140;19.91;140;27.96;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/05/2017;48.9;81.0;0.0;0.0;0.0;7.16;250;17.0;230;23.94;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/05/2017;64.9;73.9;0.29;0.0;0.0;5.82;160;16.11;160;21.03;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
17/06/2017;72.0;86.0;0.21;0.0;0.0;5.82;160;14.99;280;21.03;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
18/06/2017;73.9;91.0;0.17;0.0;0.0;8.72;190;17.0;230;40.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/06/2017;71.1;84.0;0.0;0.0;0.0;8.05;240;16.11;260;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
02/07/2017;71.1;91.9;0.0;0.0;0.0;4.47;230;10.07;200;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/07/2017;70.0;93.0;0.15;0.0;0.0;2.91;190;14.99;170;18.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/07/2017;71.1;91.9;0.84;0.0;0.0;3.8;40;16.11;40;19.01;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
09/07/2017;69.1;88.0;0.0;0.0;0.0;3.36;50;12.97;40;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/07/2017;71.1;95.0;0.0;0.0;0.0;6.93;180;16.11;210;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/07/2017;71.1;102.0;0.56;0.0;0.0;8.95;220;25.05;220;31.99;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
12/08/2017;73.0;91.9;0.48;0.0;0.0;5.37;300;12.08;280;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/08/2017;75.0;93.9;0.24;0.0;0.0;4.92;220;21.03;220;25.05;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/09/2017;62.1;82.9;0.0;0.0;0.0;4.25;240;12.97;230;17.0;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/09/2017;53.1;75.9;0.0;0.0;0.0;2.91;260;14.09;310;18.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/10/2017;62.1;78.1;0.0;0.0;0.0;3.13;40;8.95;150;12.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/10/2017;51.1;79.0;0.0;0.0;0.0;3.13;140;10.07;120;19.01;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/11/2017;28.2;48.9;0.03;0.0;0.0;1.57;50;12.08;40;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/01/2018;43.0;61.0;0.0;0.0;0.0;4.92;90;10.07;100;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/01/2018;26.2;55.9;0.0;0.0;1.18;5.59;220;12.97;230;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/01/2018;31.1;66.9;0.0;;0.0;6.26;170;17.0;190;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/04/2015;62.1;84.0;0.0;0.0;0.0;5.82;40;29.97;30;38.03;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
